"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Germany","2019","Total","Female","14","Data tabulated by year of occurrence","Final figure, complete","2021","39",""
"Germany","2019","Total","Female","15","Data tabulated by year of occurrence","Final figure, complete","2021","43",""
"Germany","2019","Total","Female","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2021","266",""
"Germany","2019","Total","Female","16","Data tabulated by year of occurrence","Final figure, complete","2021","44",""
"Germany","2019","Total","Female","17","Data tabulated by year of occurrence","Final figure, complete","2021","47",""
"Germany","2019","Total","Female","18","Data tabulated by year of occurrence","Final figure, complete","2021","62",""
"Germany","2019","Total","Female","19","Data tabulated by year of occurrence","Final figure, complete","2021","70",""
"Germany","2019","Total","Female","20","Data tabulated by year of occurrence","Final figure, complete","2021","66",""
"Germany","2019","Total","Female","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2021","360",""
"Germany","2019","Total","Female","21","Data tabulated by year of occurrence","Final figure, complete","2021","74",""
"Germany","2019","Total","Female","22","Data tabulated by year of occurrence","Final figure, complete","2021","87",""
"Germany","2019","Total","Female","23","Data tabulated by year of occurrence","Final figure, complete","2021","60",""
"Germany","2019","Total","Female","24","Data tabulated by year of occurrence","Final figure, complete","2021","73",""
"Germany","2019","Total","Female","25","Data tabulated by year of occurrence","Final figure, complete","2021","84",""
"Germany","2019","Total","Female","25 - 29","Data tabulated by year of occurrence","Final figure, complete","2021","518",""
"Germany","2019","Total","Female","26","Data tabulated by year of occurrence","Final figure, complete","2021","78",""
"Germany","2019","Total","Female","27","Data tabulated by year of occurrence","Final figure, complete","2021","105",""
"Germany","2019","Total","Female","28","Data tabulated by year of occurrence","Final figure, complete","2021","119",""
"Germany","2019","Total","Female","29","Data tabulated by year of occurrence","Final figure, complete","2021","132",""
"Germany","2019","Total","Female","30","Data tabulated by year of occurrence","Final figure, complete","2021","159",""
"Germany","2019","Total","Female","30 - 34","Data tabulated by year of occurrence","Final figure, complete","2021","882",""
"Germany","2019","Total","Female","31","Data tabulated by year of occurrence","Final figure, complete","2021","174",""
"Germany","2019","Total","Female","32","Data tabulated by year of occurrence","Final figure, complete","2021","191",""
"Germany","2019","Total","Female","33","Data tabulated by year of occurrence","Final figure, complete","2021","166",""
"Germany","2019","Total","Female","34","Data tabulated by year of occurrence","Final figure, complete","2021","192",""
"Germany","2019","Total","Female","35","Data tabulated by year of occurrence","Final figure, complete","2021","249",""
"Germany","2019","Total","Female","35 - 39","Data tabulated by year of occurrence","Final figure, complete","2021","1408",""
"Germany","2019","Total","Female","36","Data tabulated by year of occurrence","Final figure, complete","2021","250",""
"Germany","2019","Total","Female","37","Data tabulated by year of occurrence","Final figure, complete","2021","294",""
"Germany","2019","Total","Female","38","Data tabulated by year of occurrence","Final figure, complete","2021","285",""
"Germany","2019","Total","Female","39","Data tabulated by year of occurrence","Final figure, complete","2021","330",""
"Germany","2019","Total","Female","40","Data tabulated by year of occurrence","Final figure, complete","2021","322",""
"Germany","2019","Total","Female","40 - 44","Data tabulated by year of occurrence","Final figure, complete","2021","1866",""
"Germany","2019","Total","Female","41","Data tabulated by year of occurrence","Final figure, complete","2021","339",""
"Germany","2019","Total","Female","42","Data tabulated by year of occurrence","Final figure, complete","2021","383",""
"Germany","2019","Total","Female","43","Data tabulated by year of occurrence","Final figure, complete","2021","389",""
"Germany","2019","Total","Female","44","Data tabulated by year of occurrence","Final figure, complete","2021","433",""
"Germany","2019","Total","Female","45","Data tabulated by year of occurrence","Final figure, complete","2021","474",""
"Germany","2019","Total","Female","45 - 49","Data tabulated by year of occurrence","Final figure, complete","2021","3586",""
"Germany","2019","Total","Female","46","Data tabulated by year of occurrence","Final figure, complete","2021","586",""
"Germany","2019","Total","Female","47","Data tabulated by year of occurrence","Final figure, complete","2021","709",""
"Germany","2019","Total","Female","48","Data tabulated by year of occurrence","Final figure, complete","2021","818",""
"Germany","2019","Total","Female","49","Data tabulated by year of occurrence","Final figure, complete","2021","999",""
"Germany","2019","Total","Female","50","Data tabulated by year of occurrence","Final figure, complete","2021","1229",""
"Germany","2019","Total","Female","50 - 54","Data tabulated by year of occurrence","Final figure, complete","2021","7744",""
"Germany","2019","Total","Female","51","Data tabulated by year of occurrence","Final figure, complete","2021","1366",""
"Germany","2019","Total","Female","52","Data tabulated by year of occurrence","Final figure, complete","2021","1529",""
"Germany","2019","Total","Female","53","Data tabulated by year of occurrence","Final figure, complete","2021","1743",""
"Germany","2019","Total","Female","54","Data tabulated by year of occurrence","Final figure, complete","2021","1877",""
"Germany","2019","Total","Female","55","Data tabulated by year of occurrence","Final figure, complete","2021","2134",""
"Germany","2019","Total","Female","55 - 59","Data tabulated by year of occurrence","Final figure, complete","2021","12535",""
"Germany","2019","Total","Female","56","Data tabulated by year of occurrence","Final figure, complete","2021","2327",""
"Germany","2019","Total","Female","57","Data tabulated by year of occurrence","Final figure, complete","2021","2521",""
"Germany","2019","Total","Female","58","Data tabulated by year of occurrence","Final figure, complete","2021","2686",""
"Germany","2019","Total","Female","59","Data tabulated by year of occurrence","Final figure, complete","2021","2867",""
"Germany","2019","Total","Female","60","Data tabulated by year of occurrence","Final figure, complete","2021","3066",""
"Germany","2019","Total","Female","60 - 64","Data tabulated by year of occurrence","Final figure, complete","2021","17314",""
"Germany","2019","Total","Female","61","Data tabulated by year of occurrence","Final figure, complete","2021","3230",""
"Germany","2019","Total","Female","62","Data tabulated by year of occurrence","Final figure, complete","2021","3491",""
"Germany","2019","Total","Female","63","Data tabulated by year of occurrence","Final figure, complete","2021","3673",""
"Germany","2019","Total","Female","64","Data tabulated by year of occurrence","Final figure, complete","2021","3854",""
"Germany","2019","Total","Female","65","Data tabulated by year of occurrence","Final figure, complete","2021","4179",""
"Germany","2019","Total","Female","65 - 69","Data tabulated by year of occurrence","Final figure, complete","2021","23974",""
"Germany","2019","Total","Female","66","Data tabulated by year of occurrence","Final figure, complete","2021","4485",""
"Germany","2019","Total","Female","67","Data tabulated by year of occurrence","Final figure, complete","2021","4817",""
"Germany","2019","Total","Female","68","Data tabulated by year of occurrence","Final figure, complete","2021","4925",""
"Germany","2019","Total","Female","69","Data tabulated by year of occurrence","Final figure, complete","2021","5568",""
"Germany","2019","Total","Female","70","Data tabulated by year of occurrence","Final figure, complete","2021","5699",""
"Germany","2019","Total","Female","70 - 74","Data tabulated by year of occurrence","Final figure, complete","2021","29120",""
"Germany","2019","Total","Female","71","Data tabulated by year of occurrence","Final figure, complete","2021","5649",""
"Germany","2019","Total","Female","72","Data tabulated by year of occurrence","Final figure, complete","2021","5866",""
"Germany","2019","Total","Female","73","Data tabulated by year of occurrence","Final figure, complete","2021","5188",""
"Germany","2019","Total","Female","74","Data tabulated by year of occurrence","Final figure, complete","2021","6718",""
"Germany","2019","Total","Female","75","Data tabulated by year of occurrence","Final figure, complete","2021","8350",""
"Germany","2019","Total","Female","75 - 79","Data tabulated by year of occurrence","Final figure, complete","2021","55041",""
"Germany","2019","Total","Female","76","Data tabulated by year of occurrence","Final figure, complete","2021","8524",""
"Germany","2019","Total","Female","77","Data tabulated by year of occurrence","Final figure, complete","2021","10575",""
"Germany","2019","Total","Female","78","Data tabulated by year of occurrence","Final figure, complete","2021","12619",""
"Germany","2019","Total","Female","79","Data tabulated by year of occurrence","Final figure, complete","2021","14973",""
